Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       3/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [114]
[119]    0.0    0.00    0.00       3         void std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&) [119]
                0.00    0.00       3/3           void std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [118]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [114]
[120]    0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >* std::__uninitialized_move_if_noexcept_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [120]
                0.00    0.00       6/6           std::move_iterator<std::vector<int, std::allocator<int> >*> std::__make_move_if_noexcept_iterator<std::vector<int, std::allocator<int> >*, std::move_iterator<std::vector<int, std::allocator<int> >*> >(std::vector<int, std::allocator<int> >*) [97]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [117]
-----------------------------------------------
                0.00    0.00       3/3           bool std::operator!=<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [122]
[121]    0.0    0.00    0.00       3         bool std::operator==<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [121]
                0.00    0.00       6/6           std::move_iterator<std::vector<int, std::allocator<int> >*>::base() const [90]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*) [112]
[122]    0.0    0.00    0.00       3         bool std::operator!=<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [122]
                0.00    0.00       3/3           bool std::operator==<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [121]
-----------------------------------------------
                0.00    0.00       1/2           std::_Tuple_impl<1ul, int>::_Tuple_impl<int, , void>(int&&) [145]
                0.00    0.00       1/2           std::_Tuple_impl<1ul, int&>::_Tuple_impl(int&) [147]
[123]    0.0    0.00    0.00       2         std::_Tuple_impl<2ul>::_Tuple_impl() [123]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [189]
[124]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z3gcdii [124]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [126]
-----------------------------------------------
                0.00    0.00       1/1           solve() [2]
[125]    0.0    0.00    0.00       1         gcd(int, int) [125]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z3gcdii [124]
[126]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [126]
                0.00    0.00       3/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [115]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>::_M_head(std::_Tuple_impl<0ul, int&, int&>&) [135]
[127]    0.0    0.00    0.00       1         std::_Head_base<0ul, int&, false>::_M_head(std::_Head_base<0ul, int&, false>&) [127]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>::_Tuple_impl(int&, int&) [137]
[128]    0.0    0.00    0.00       1         std::_Head_base<0ul, int&, false>::_Head_base(int&) [128]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int, int>::_M_head(std::_Tuple_impl<0ul, int, int>&) [139]
[129]    0.0    0.00    0.00       1         std::_Head_base<0ul, int, false>::_M_head(std::_Head_base<0ul, int, false>&) [129]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int, int>::_Tuple_impl<int, int, void>(int&&, int&&) [141]
[130]    0.0    0.00    0.00       1         std::_Head_base<0ul, int, false>::_Head_base<int>(int&&) [130]
                0.00    0.00       1/11          int&& std::forward<int>(std::remove_reference<int>::type&) [87]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int&>::_M_head(std::_Tuple_impl<1ul, int&>&) [142]
[131]    0.0    0.00    0.00       1         std::_Head_base<1ul, int&, false>::_M_head(std::_Head_base<1ul, int&, false>&) [131]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int&>::_Tuple_impl(int&) [147]
[132]    0.0    0.00    0.00       1         std::_Head_base<1ul, int&, false>::_Head_base(int&) [132]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int>::_M_head(std::_Tuple_impl<1ul, int>&) [144]
[133]    0.0    0.00    0.00       1         std::_Head_base<1ul, int, false>::_M_head(std::_Head_base<1ul, int, false>&) [133]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int>::_Tuple_impl<int, , void>(int&&) [145]
[134]    0.0    0.00    0.00       1         std::_Head_base<1ul, int, false>::_Head_base<int>(int&&) [134]
                0.00    0.00       1/11          int&& std::forward<int>(std::remove_reference<int>::type&) [87]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>& std::_Tuple_impl<0ul, int&, int&>::operator=<int, int>(std::_Tuple_impl<0ul, int, int>&&) [138]
[135]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, int&, int&>::_M_head(std::_Tuple_impl<0ul, int&, int&>&) [135]
                0.00    0.00       1/1           std::_Head_base<0ul, int&, false>::_M_head(std::_Head_base<0ul, int&, false>&) [127]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>& std::_Tuple_impl<0ul, int&, int&>::operator=<int, int>(std::_Tuple_impl<0ul, int, int>&&) [138]
[136]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, int&, int&>::_M_tail(std::_Tuple_impl<0ul, int&, int&>&) [136]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple<int&, int&>::tuple(int&, int&) [150]
[137]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, int&, int&>::_Tuple_impl(int&, int&) [137]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int&>::_Tuple_impl(int&) [147]
                0.00    0.00       1/1           std::_Head_base<0ul, int&, false>::_Head_base(int&) [128]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple<int&, int&>& std::tuple<int&, int&>::operator=<int, int>(std::tuple<int, int>&&) [149]
[138]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, int&, int&>& std::_Tuple_impl<0ul, int&, int&>::operator=<int, int>(std::_Tuple_impl<0ul, int, int>&&) [138]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>::_M_head(std::_Tuple_impl<0ul, int&, int&>&) [135]
                0.00    0.00       1/11          int&& std::forward<int>(std::remove_reference<int>::type&) [87]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int, int>::_M_head(std::_Tuple_impl<0ul, int, int>&) [139]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int, int>::_M_tail(std::_Tuple_impl<0ul, int, int>&) [140]
                0.00    0.00       1/1           std::remove_reference<std::_Tuple_impl<1ul, int>&>::type&& std::move<std::_Tuple_impl<1ul, int>&>(std::_Tuple_impl<1ul, int>&) [154]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>::_M_tail(std::_Tuple_impl<0ul, int&, int&>&) [136]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int&>& std::_Tuple_impl<1ul, int&>::operator=<int>(std::_Tuple_impl<1ul, int>&&) [143]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>& std::_Tuple_impl<0ul, int&, int&>::operator=<int, int>(std::_Tuple_impl<0ul, int, int>&&) [138]
[139]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, int, int>::_M_head(std::_Tuple_impl<0ul, int, int>&) [139]
                0.00    0.00       1/1           std::_Head_base<0ul, int, false>::_M_head(std::_Head_base<0ul, int, false>&) [129]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>& std::_Tuple_impl<0ul, int&, int&>::operator=<int, int>(std::_Tuple_impl<0ul, int, int>&&) [138]
[140]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, int, int>::_M_tail(std::_Tuple_impl<0ul, int, int>&) [140]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple<int, int>::tuple<int, int, void>(int&&, int&&) [151]
[141]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, int, int>::_Tuple_impl<int, int, void>(int&&, int&&) [141]
                0.00    0.00       2/11          int&& std::forward<int>(std::remove_reference<int>::type&) [87]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int>::_Tuple_impl<int, , void>(int&&) [145]
                0.00    0.00       1/1           std::_Head_base<0ul, int, false>::_Head_base<int>(int&&) [130]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int&>& std::_Tuple_impl<1ul, int&>::operator=<int>(std::_Tuple_impl<1ul, int>&&) [143]
[142]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, int&>::_M_head(std::_Tuple_impl<1ul, int&>&) [142]
                0.00    0.00       1/1           std::_Head_base<1ul, int&, false>::_M_head(std::_Head_base<1ul, int&, false>&) [131]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>& std::_Tuple_impl<0ul, int&, int&>::operator=<int, int>(std::_Tuple_impl<0ul, int, int>&&) [138]
[143]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, int&>& std::_Tuple_impl<1ul, int&>::operator=<int>(std::_Tuple_impl<1ul, int>&&) [143]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int&>::_M_head(std::_Tuple_impl<1ul, int&>&) [142]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int>::_M_head(std::_Tuple_impl<1ul, int>&) [144]
                0.00    0.00       1/11          int&& std::forward<int>(std::remove_reference<int>::type&) [87]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int>::_M_tail(std::_Tuple_impl<1ul, int>&) [148]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int&>::_M_tail(std::_Tuple_impl<1ul, int&>&) [146]
                0.00    0.00       1/1           std::remove_reference<std::_Tuple_impl<2ul>&>::type&& std::move<std::_Tuple_impl<2ul>&>(std::_Tuple_impl<2ul>&) [155]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int&>& std::_Tuple_impl<1ul, int&>::operator=<int>(std::_Tuple_impl<1ul, int>&&) [143]
[144]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, int>::_M_head(std::_Tuple_impl<1ul, int>&) [144]
                0.00    0.00       1/1           std::_Head_base<1ul, int, false>::_M_head(std::_Head_base<1ul, int, false>&) [133]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int, int>::_Tuple_impl<int, int, void>(int&&, int&&) [141]
[145]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, int>::_Tuple_impl<int, , void>(int&&) [145]
                0.00    0.00       1/2           std::_Tuple_impl<2ul>::_Tuple_impl() [123]
                0.00    0.00       1/11          int&& std::forward<int>(std::remove_reference<int>::type&) [87]
                0.00    0.00       1/1           std::_Head_base<1ul, int, false>::_Head_base<int>(int&&) [134]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int&>& std::_Tuple_impl<1ul, int&>::operator=<int>(std::_Tuple_impl<1ul, int>&&) [143]
[146]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, int&>::_M_tail(std::_Tuple_impl<1ul, int&>&) [146]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>::_Tuple_impl(int&, int&) [137]
[147]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, int&>::_Tuple_impl(int&) [147]
                0.00    0.00       1/2           std::_Tuple_impl<2ul>::_Tuple_impl() [123]
                0.00    0.00       1/1           std::_Head_base<1ul, int&, false>::_Head_base(int&) [132]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int&>& std::_Tuple_impl<1ul, int&>::operator=<int>(std::_Tuple_impl<1ul, int>&&) [143]
[148]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, int>::_M_tail(std::_Tuple_impl<1ul, int>&) [148]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[149]    0.0    0.00    0.00       1         std::tuple<int&, int&>& std::tuple<int&, int&>::operator=<int, int>(std::tuple<int, int>&&) [149]
                0.00    0.00       1/1           std::remove_reference<std::tuple<int, int>&>::type&& std::move<std::tuple<int, int>&>(std::tuple<int, int>&) [156]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>& std::_Tuple_impl<0ul, int&, int&>::operator=<int, int>(std::_Tuple_impl<0ul, int, int>&&) [138]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple<int&, int&> std::tie<int, int>(int&, int&) [153]
[150]    0.0    0.00    0.00       1         std::tuple<int&, int&>::tuple(int&, int&) [150]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>::_Tuple_impl(int&, int&) [137]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type> std::make_tuple<int, int>(int&&, int&&) [152]
[151]    0.0    0.00    0.00       1         std::tuple<int, int>::tuple<int, int, void>(int&&, int&&) [151]
                0.00    0.00       2/11          int&& std::forward<int>(std::remove_reference<int>::type&) [87]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int, int>::_Tuple_impl<int, int, void>(int&&, int&&) [141]
-----------------------------------------------
                0.00    0.00       1/1           solve() [2]
[152]    0.0    0.00    0.00       1         std::tuple<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type> std::make_tuple<int, int>(int&&, int&&) [152]
                0.00    0.00       2/11          int&& std::forward<int>(std::remove_reference<int>::type&) [87]
                0.00    0.00       1/1           std::tuple<int, int>::tuple<int, int, void>(int&&, int&&) [151]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[153]    0.0    0.00    0.00       1         std::tuple<int&, int&> std::tie<int, int>(int&, int&) [153]
                0.00    0.00       1/1           std::tuple<int&, int&>::tuple(int&, int&) [150]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int&, int&>& std::_Tuple_impl<0ul, int&, int&>::operator=<int, int>(std::_Tuple_impl<0ul, int, int>&&) [138]
[154]    0.0    0.00    0.00       1         std::remove_reference<std::_Tuple_impl<1ul, int>&>::type&& std::move<std::_Tuple_impl<1ul, int>&>(std::_Tuple_impl<1ul, int>&) [154]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, int&>& std::_Tuple_impl<1ul, int&>::operator=<int>(std::_Tuple_impl<1ul, int>&&) [143]
[155]    0.0    0.00    0.00       1         std::remove_reference<std::_Tuple_impl<2ul>&>::type&& std::move<std::_Tuple_impl<2ul>&>(std::_Tuple_impl<2ul>&) [155]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple<int&, int&>& std::tuple<int&, int&>::operator=<int, int>(std::tuple<int, int>&&) [149]
[156]    0.0    0.00    0.00       1         std::remove_reference<std::tuple<int, int>&>::type&& std::move<std::tuple<int, int>&>(std::tuple<int, int>&) [156]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [124] _GLOBAL__sub_I__Z3gcdii [140] std::_Tuple_impl<0ul, int, int>::_M_tail(std::_Tuple_impl<0ul, int, int>&) [10] std::vector<int, std::allocator<int> >::resize(unsigned long, int const&)
 [125] gcd(int, int)         [141] std::_Tuple_impl<0ul, int, int>::_Tuple_impl<int, int, void>(int&&, int&&) [69] std::vector<int, std::allocator<int> >::vector()
 [126] __static_initialization_and_destruction_0(int, int) [142] std::_Tuple_impl<1ul, int&>::_M_head(std::_Tuple_impl<1ul, int&>&) [70] std::vector<int, std::allocator<int> >::~vector()
   [6] input()               [143] std::_Tuple_impl<1ul, int&>& std::_Tuple_impl<1ul, int&>::operator=<int>(std::_Tuple_impl<1ul, int>&&) [3] std::vector<int, std::allocator<int> >::operator[](unsigned long)
   [2] solve()               [144] std::_Tuple_impl<1ul, int>::_M_head(std::_Tuple_impl<1ul, int>&) [71] void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*)
  [23] isLess(int, int, int, int) [145] std::_Tuple_impl<1ul, int>::_Tuple_impl<int, , void>(int&&) [72] __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&)
 [100] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [146] std::_Tuple_impl<1ul, int&>::_M_tail(std::_Tuple_impl<1ul, int&>&) [152] std::tuple<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type> std::make_tuple<int, int>(int&&, int&&)
 [101] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [147] std::_Tuple_impl<1ul, int&>::_Tuple_impl(int&) [43] std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&)
 [102] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [148] std::_Tuple_impl<1ul, int>::_M_tail(std::_Tuple_impl<1ul, int>&) [31] std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>)
 [103] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [123] std::_Tuple_impl<2ul>::_Tuple_impl() [20] std::_Niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  [53] __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [37] int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [25] std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*)
  [54] __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [92] void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [44] int* std::__copy_move_a<true, int*, int*>(int*, int*, int*)
  [55] __gnu_cxx::new_allocator<int>::new_allocator() [38] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [45] int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*)
  [56] __gnu_cxx::new_allocator<int>::~new_allocator() [107] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [83] void std::__alloc_on_swap<std::allocator<std::vector<int, std::allocator<int> > > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::allocator<std::vector<int, std::allocator<int> > >&)
  [80] __gnu_cxx::__alloc_traits<std::allocator<std::vector<int, std::allocator<int> > > >::_S_on_swap(std::allocator<std::vector<int, std::allocator<int> > >&, std::allocator<std::vector<int, std::allocator<int> > >&) [81] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_M_swap_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&) [84] void std::__do_alloc_on_swap<std::allocator<std::vector<int, std::allocator<int> > > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::allocator<std::vector<int, std::allocator<int> > >&, std::integral_constant<bool, false>)
  [18] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [108] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [116] std::vector<int, std::allocator<int> >* std::uninitialized_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*)
  [57] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [109] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [46] int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
  [88] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [93] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [73] void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  [33] __gnu_cxx::new_allocator<int>::max_size() const [79] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [117] std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  [17] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [110] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [47] int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&)
  [89] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [111] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [74] void std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&)
  [35] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [61] std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [118] void std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long)
  [90] std::move_iterator<std::vector<int, std::allocator<int> >*>::base() const [62] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [119] void std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&)
  [28] std::move_iterator<int*>::base() const [63] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [97] std::move_iterator<std::vector<int, std::allocator<int> >*> std::__make_move_if_noexcept_iterator<std::vector<int, std::allocator<int> >*, std::move_iterator<std::vector<int, std::allocator<int> >*> >(std::vector<int, std::allocator<int> >*)
 [104] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [39] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [32] std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*)
